"MonitoringStation","SampleDate","SampleTime","Latitude","Longitude","TN","TP","TSS"
"EE3.2",1993-02-11,"08:00:00",37.98139,-75.92423,0.5025,0.0425,32.75
"EE3.2",1992-12-09,"11:20:00",37.98139,-75.92423,0.4125,NA,14.25
"EE3.2",1992-11-23,"11:40:00",37.98139,-75.92423,0.3625,0.01,14.25
"EE3.2",1992-10-22,"11:40:00",37.98139,-75.92423,0.29,0.0545,26.75
"EE3.2",1992-10-07,"10:50:00",37.98139,-75.92423,0.284,0.0208,39
"EE3.2",1994-02-07,"11:30:00",37.98139,-75.92423,0.9535,0.0745,34.5
"EE3.2",1992-09-10,"13:30:00",37.98139,-75.92423,0.245,0.01875,22
"EE3.2",1993-12-08,"11:35:00",37.98139,-75.92423,1.34775,0.03075,23.5
"EE3.2",1994-01-05,"09:48:00",37.98139,-75.92423,0.6575,0.0335,18.5
"EE3.2",1993-10-12,"12:05:00",37.98139,-75.92423,0.96675,0.06375,13.75
"EE3.2",1993-10-28,"11:25:00",37.98139,-75.92423,0.839,0.036,14
"EE3.2",1993-07-14,"11:10:00",37.98139,-75.92423,0.5,0.0765,11
"EE3.2",1993-06-30,"11:35:00",37.98139,-75.92423,0.65,0.07175,23.25
"EE3.2",1993-06-16,"11:25:00",37.98139,-75.92423,0.585,0.05175,14.75
"EE3.2",1993-05-12,"11:05:00",37.98139,-75.92423,1.12,0.03175,30.25
"EE3.2",1993-05-26,"10:55:00",37.98139,-75.92423,0.72,0.02275,24
"EE3.2",1993-04-28,"11:25:00",37.98139,-75.92423,1.3125,0.04825,23
"EE3.2",1993-03-31,"10:53:00",37.98139,-75.92423,0.216,0.038,25.75
"EE3.2",1993-04-14,"11:00:00",37.98139,-75.92423,1.23333333333333,0.06,21
"EE3.2",1996-03-26,"11:25:00",37.98139,-75.92423,1.37925,0.03525,16.75
"EE3.2",1996-02-21,"10:08:00",37.98139,-75.92423,0.9655,0.03625,35.75
"EE3.2",1993-03-08,"11:00:00",37.98139,-75.92423,0.5475,0.05875,52.25
"EE3.2",1996-01-25,"09:51:00",37.98139,-75.92423,0.8324,0.036,43.6
"EE3.2",1995-12-18,"12:25:00",37.98139,-75.92423,0.6532,0.02625,21.25
"EE3.2",2000-04-13,"11:37:00",37.98139,-75.92423,0.5785,0.0224,7.075
"EE3.2",2000-03-16,"10:40:00",37.98139,-75.92423,0.51225,0.020375,6
"EE3.2",2000-11-14,"10:15:00",37.98139,-75.92423,0.4021,0.0249,2.4
"EE3.2",2000-10-24,"10:50:00",37.98139,-75.92423,0.51725,0.027725,5.675
"EE3.2",2000-09-14,"11:42:00",37.98139,-75.92423,0.637,0.046575,20.525
"EE3.2",2000-08-10,"11:54:00",37.98139,-75.92423,0.5958,0.03084,10.52
"EE3.2",2000-07-13,"10:51:00",37.98139,-75.92423,0.703,0.041675,12.775
"EE3.2",2000-06-15,"11:00:00",37.98139,-75.92423,0.648,0.02715,10.35
"EE3.2",2000-12-14,"13:21:00",37.98139,-75.92423,0.4395,0.02575,12.375
"EE3.2",1989-10-25,"11:15:00",37.98139,-75.92423,NA,NA,10.5
"EE3.2",1989-07-26,"11:00:00",37.98139,-75.92423,NA,NA,21.75
"EE3.2",1991-03-27,"10:43:00",37.98139,-75.92423,NA,0.03,16.25
"EE3.2",1991-08-07,"11:06:00",37.98139,-75.92423,NA,0.06,15.5
"EE3.2",1991-04-24,"11:38:00",37.98139,-75.92423,NA,NA,21.75
"EE3.2",1991-10-21,"12:25:00",37.98139,-75.92423,NA,NA,27.75
"EE3.2",1993-09-15,"11:00:00",37.98139,-75.92423,NA,0.047,16
"EE3.2",1997-04-16,"11:08:00",37.98139,-75.92423,NA,0.038,41.25
"EE3.2",1997-02-11,"13:48:00",37.98139,-75.92423,NA,0.03775,41.75
"EE3.2",1997-05-14,"10:35:00",37.98139,-75.92423,NA,0.038,27.25
"EE3.2",1993-11-17,"11:30:00",37.98139,-75.92423,NA,NA,15.75
"EE3.2",1997-05-29,"09:55:00",37.98139,-75.92423,NA,0.04125,33
"EE3.2",1997-06-11,"11:15:00",37.98139,-75.92423,NA,0.03325,26.5
"EE3.2",1997-06-24,"10:55:00",37.98139,-75.92423,NA,NA,48.25
"EE3.3",1987-01-05,"07:30:00",37.91455,-75.80148,0.63,0.05,12.5
"EE3.3",1986-11-17,"14:55:00",37.91455,-75.80148,0.515,0.062,23
"EE3.3",1986-12-08,"15:05:00",37.91455,-75.80148,0.543333333333333,0.023,13.6666666666667
"EE3.3",1986-10-07,"14:25:00",37.91455,-75.80148,0.6,0.0625,25.5
"EE3.3",1986-10-27,"11:45:00",37.91455,-75.80148,0.703333333333333,0.0526666666666667,9
"EE3.3",1986-09-24,"10:45:00",37.91455,-75.80148,0.565,0.032,31
"EE3.3",1986-09-08,"14:50:00",37.91455,-75.80148,0.575,0.063,15
"EE3.3",1986-07-29,"10:35:00",37.91455,-75.80148,0.688333333333333,0.0646666666666667,18.6666666666667
"EE3.3",1986-08-25,"13:10:00",37.91455,-75.80148,0.193333333333333,0.017,14.55
"EE3.3",1986-06-24,"11:00:00",37.91455,-75.80148,0.298333333333333,0.034,20.6666666666667
"EE3.3",1986-07-14,"13:20:00",37.91455,-75.80148,0.45,0.0575,39.5
"EE3.3",1990-12-12,"10:25:00",37.91455,-75.80148,0.455,NA,26.6666666666667
"EE3.3",1990-11-07,"10:30:00",37.91455,-75.80148,0.57,NA,20.5
"EE3.3",1991-02-14,"10:15:00",37.91455,-75.80148,0.61,0.0696666666666667,45.6666666666667
"EE3.3",1990-07-18,"10:20:00",37.91455,-75.80148,0.665,0.069,25
"EE3.3",1990-08-01,"11:45:00",37.91455,-75.80148,0.776666666666667,0.069,38.3333333333333
"EE3.3",1990-06-27,"11:45:00",37.91455,-75.80148,0.59,0.067,24
"EE3.3",1990-06-13,"10:25:00",37.91455,-75.80148,0.465,0.038,11
"EE3.3",1990-05-31,"09:25:00",37.91455,-75.80148,0.726,0.0323333333333333,25.3333333333333
"EE3.3",1990-05-16,"09:58:00",37.91455,-75.80148,0.948333333333333,0.0376666666666667,39.3333333333333
"EE3.3",1990-04-05,"10:40:00",37.91455,-75.80148,0.426666666666667,0.0473333333333333,34.3333333333333
"EE3.3",1990-04-18,"10:00:00",37.91455,-75.80148,0.49,0.054,19
"EE3.3",1990-03-22,"10:08:00",37.91455,-75.80148,0.368,0.0326666666666667,26
"EE3.3",1990-03-07,"10:25:00",37.91455,-75.80148,0.513333333333333,0.054,30
"EE3.3",1990-02-05,"12:50:00",37.91455,-75.80148,0.88,0.052,41
"EE3.3",1990-01-08,"09:25:00",37.91455,-75.80148,0.725,0.0415,27.5
"EE3.3",1989-12-14,"15:10:00",37.91455,-75.80148,0.356666666666667,0.0466666666666667,19
"EE3.3",1989-11-15,"10:00:00",37.91455,-75.80148,0.615,NA,36
"EE3.3",1989-10-12,"10:05:00",37.91455,-75.80148,0.653333333333333,0.0466666666666667,11.6666666666667
"EE3.3",1989-09-28,"12:00:00",37.91455,-75.80148,0.87,0.0666666666666667,30.6666666666667
"EE3.3",1989-08-30,"12:00:00",37.91455,-75.80148,1.09,0.0933333333333333,34
"EE3.3",1989-09-13,"10:11:00",37.91455,-75.80148,0.983333333333333,0.06,38
"EE3.3",1989-08-16,"10:10:00",37.91455,-75.80148,1.01666666666667,0.0933333333333333,35
"EE3.3",1989-07-12,"10:11:00",37.91455,-75.80148,0.565,0.035,19
"EE3.3",1989-06-28,"12:05:00",37.91455,-75.80148,1.04833333333333,0.09,22
"EE3.3",1989-06-14,"10:13:00",37.91455,-75.80148,0.713333333333333,0.0433333333333333,26
"EE3.3",1989-05-03,"10:15:00",37.91455,-75.80148,0.813333333333333,0.0533333333333333,19.3333333333333
"EE3.3",1989-05-18,"10:45:00",37.91455,-75.80148,0.525,0.045,17
"EE3.3",1989-04-20,"12:30:00",37.91455,-75.80148,0.803333333333333,0.05,11.3333333333333
"EE3.3",1992-07-08,"10:20:00",37.91455,-75.80148,0.465,NA,31.5
"EE3.3",1992-07-22,"10:00:00",37.91455,-75.80148,0.931666666666667,0.0513333333333333,28.6666666666667
"EE3.3",1992-06-24,"10:40:00",37.91455,-75.80148,0.166666666666667,0.01,38.5
"EE3.3",1992-06-10,"10:40:00",37.91455,-75.80148,0.56,0.0475,34.5
"EE3.3",1992-05-13,"10:25:00",37.91455,-75.80148,0.383333333333333,0.035,23.5
"EE3.3",1992-05-28,"12:05:00",37.91455,-75.80148,0.36,0.017,24
"EE3.3",1992-04-29,"09:55:00",37.91455,-75.80148,0.34,0.048,8.33333333333333
"EE3.3",1992-03-30,"10:12:00",37.91455,-75.80148,0.465,NA,17
"EE3.3",1992-04-15,"10:25:00",37.91455,-75.80148,0.665,0.09,27.5
"EE3.3",1992-01-09,"09:08:00",37.91455,-75.80148,0.166666666666667,0.054,49.5
"EE3.3",1991-11-06,"09:57:00",37.91455,-75.80148,0.62,0.113,50
"EE3.3",1991-12-11,"10:15:00",37.91455,-75.80148,0.465,0.0585,46.5
"EE3.3",1991-10-03,"13:46:00",37.91455,-75.80148,0.77,0.0735,28.5
"EE3.3",1991-09-18,"10:27:00",37.91455,-75.80148,0.615,0.026,35.5
"EE3.3",1991-09-05,"10:28:00",37.91455,-75.80148,0.815,0.061,31.3333333333333
"EE3.3",1991-08-21,"10:10:00",37.91455,-75.80148,1.3175,0.087,38
"EE3.3",1991-07-10,"10:57:00",37.91455,-75.80148,0.631666666666667,0.0746666666666667,36
"EE3.3",1991-07-24,"12:00:00",37.91455,-75.80148,0.89,0.077,23
"EE3.3",1991-06-05,"10:30:00",37.91455,-75.80148,0.963333333333333,0.081,21.6666666666667
"EE3.3",1991-06-19,"10:50:00",37.91455,-75.80148,0.715,0.065,41.6666666666667
"EE3.3",1991-05-08,"10:06:00",37.91455,-75.80148,0.555,NA,10.5
"EE3.3",1991-05-22,"11:53:00",37.91455,-75.80148,0.835,0.135,18.5
"EE3.3",1991-04-10,"10:11:00",37.91455,-75.80148,0.61,0.0775,23.5
"EE3.3",1990-10-31,"12:30:00",37.91455,-75.80148,0.26,0.0213333333333333,24
"EE3.3",1991-03-13,"10:20:00",37.91455,-75.80148,0.75,NA,21.6666666666667
"EE3.3",1990-10-17,"10:15:00",37.91455,-75.80148,0.22,0.026,35.5
"EE3.3",1990-09-27,"11:15:00",37.91455,-75.80148,0.765,0.068,39
"EE3.3",1990-09-12,"10:00:00",37.91455,-75.80148,0.94,0.1045,25.5
"EE3.3",1990-08-29,"12:14:00",37.91455,-75.80148,0.67,0.061,37.5
"EE3.3",1990-08-15,"10:05:00",37.91455,-75.80148,0.816,0.0786666666666667,28.3333333333333
"EE3.3",1996-03-26,"12:30:00",37.91455,-75.80148,1.4175,0.057,29.5
"EE3.3",1995-11-20,"10:00:00",37.91455,-75.80148,0.860333333333333,0.036,30.5
"EE3.3",1995-10-19,"10:20:00",37.91455,-75.80148,1.199,0.0426666666666667,2.66666666666667
"EE3.3",1995-12-18,"13:25:00",37.91455,-75.80148,0.7325,0.0255,27
"EE3.3",1993-10-28,"12:40:00",37.91455,-75.80148,0.897,0.044,20.5
"EE3.3",1993-12-08,"10:50:00",37.91455,-75.80148,1.31633333333333,0.0343333333333333,20
"EE3.3",1994-02-07,"10:53:00",37.91455,-75.80148,1.12733333333333,0.056,25
"EE3.3",1993-09-29,"12:20:00",37.91455,-75.80148,1.03533333333333,0.0506666666666667,28.6666666666667
"EE3.3",1993-10-12,"11:10:00",37.91455,-75.80148,1.048,0.068,15.5
"EE3.3",1993-08-25,"10:07:00",37.91455,-75.80148,0.8,0.0735,28
"EE3.3",1993-07-28,"10:05:00",37.91455,-75.80148,0.943333333333333,0.104,21.6666666666667
"EE3.3",1993-08-11,"10:17:00",37.91455,-75.80148,0.683333333333333,NA,51
"EE3.3",1993-07-14,"10:25:00",37.91455,-75.80148,0.755,0.0815,17.5
"EE3.3",1993-06-16,"10:30:00",37.91455,-75.80148,0.665,0.0315,14
"EE3.3",1993-06-30,"10:40:00",37.91455,-75.80148,0.805,0.0903333333333333,32
"EE3.3",1993-05-26,"11:53:00",37.91455,-75.80148,0.602,NA,18
"EE3.3",1993-05-12,"10:26:00",37.91455,-75.80148,1.055,0.044,36
"EE3.3",1993-04-14,"10:19:00",37.91455,-75.80148,1.065,NA,23.6666666666667
"EE3.3",1993-03-31,"10:12:00",37.91455,-75.80148,0.356666666666667,0.0243333333333333,23
"EE3.3",1993-04-28,"12:25:00",37.91455,-75.80148,1.18,0.029,11.5
"EE3.3",1993-03-08,"10:05:00",37.91455,-75.80148,0.843333333333333,0.0693333333333333,40.3333333333333
"EE3.3",1993-02-11,"07:10:00",37.91455,-75.80148,0.46,0.0405,52.5
"EE3.3",1993-01-07,"10:02:00",37.91455,-75.80148,0.82,0.022,21.5
"EE3.3",1992-12-09,"10:35:00",37.91455,-75.80148,0.35,NA,20.5
"EE3.3",1992-10-22,"12:25:00",37.91455,-75.80148,0.19,0.043,20
"EE3.3",1992-11-23,"10:50:00",37.91455,-75.80148,0.35,0.01,22
"EE3.3",1992-10-07,"10:13:00",37.91455,-75.80148,0.4,0.014,31.5
"EE3.3",1992-09-10,"12:47:00",37.91455,-75.80148,0.286666666666667,0.0323333333333333,26.6666666666667
"EE3.3",1992-08-26,"10:24:00",37.91455,-75.80148,0.555,0.076,25
"EE3.3",1992-08-12,"09:45:00",37.91455,-75.80148,0.831666666666667,0.0883333333333333,27.3333333333333
"EE3.3",1992-03-12,"10:15:00",37.91455,-75.80148,0.313333333333333,0.0586666666666667,65.6666666666667
"EE3.3",1996-08-27,"12:18:00",37.91455,-75.80148,1.302,0.0265,39
"EE3.3",1996-09-24,"10:12:00",37.91455,-75.80148,0.935,0.0313333333333333,15.6666666666667
"EE3.3",1996-09-10,"10:23:00",37.91455,-75.80148,1.627,0.083,27.3333333333333
"EE3.3",1996-07-24,"10:20:00",37.91455,-75.80148,1.2235,0.044,31.5
"EE3.3",1996-08-07,"13:04:00",37.91455,-75.80148,1.37033333333333,0.0863333333333333,20
"EE3.3",1996-06-26,"10:17:00",37.91455,-75.80148,1.4638,0.0846666666666667,36.3333333333333
"EE3.3",1995-10-03,"12:10:00",37.91455,-75.80148,1.34,0.0555,32
"EE3.3",1996-07-09,"10:10:00",37.91455,-75.80148,1.40433333333333,0.091,34
"EE3.3",1996-04-25,"10:12:00",37.91455,-75.80148,1.41,0.0685,45.5
"EE3.3",1995-01-12,"10:03:00",37.91455,-75.80148,0.6105,0.0355,6
"EE3.3",1996-05-29,"10:25:00",37.91455,-75.80148,1.208,0.0433333333333333,12.6666666666667
"EE3.3",1994-11-21,"09:50:00",37.91455,-75.80148,0.66,0.036,15
"EE3.3",1994-12-14,"12:50:00",37.91455,-75.80148,0.6498,0.046,34.3333333333333
"EE3.3",1996-06-13,"10:35:00",37.91455,-75.80148,1.45966666666667,0.073,34.3333333333333
"EE3.3",1994-03-23,"10:50:00",37.91455,-75.80148,1.0495,0.063,29.5
"EE3.3",1994-04-06,"10:55:00",37.91455,-75.80148,0.914333333333333,0.0513333333333333,21.3333333333333
"EE3.3",1995-09-21,"12:10:00",37.91455,-75.80148,0.836,0.05,19.5
"EE3.3",1995-09-07,"11:40:00",37.91455,-75.80148,0.614666666666667,0.0566666666666667,33.3333333333333
"EE3.3",1995-08-24,"10:20:00",37.91455,-75.80148,0.632,0.071,NA
"EE3.3",1995-08-09,"12:25:00",37.91455,-75.80148,0.818,0.099,31.5
"EE3.3",1995-07-13,"12:03:00",37.91455,-75.80148,0.48,0.0725,33.5
"EE3.3",1995-07-27,"10:10:00",37.91455,-75.80148,0.757666666666667,0.0783333333333333,27.3333333333333
"EE3.3",1995-06-08,"11:21:00",37.91455,-75.80148,0.621333333333333,0.0653333333333333,23
"EE3.3",1995-06-22,"12:58:00",37.91455,-75.80148,0.803666666666667,0.0573333333333333,29.3333333333333
"EE3.3",1995-04-27,"10:05:00",37.91455,-75.80148,0.717,0.07,31.5
"EE3.3",1995-04-12,"10:30:00",37.91455,-75.80148,0.519666666666667,0.04,23.6666666666667
"EE3.3",1995-05-10,"10:48:00",37.91455,-75.80148,0.6522,0.0576666666666667,28.6666666666667
"EE3.3",1995-05-24,"10:25:00",37.91455,-75.80148,0.691333333333333,0.0506666666666667,43
"EE3.3",1994-04-20,"12:30:00",37.91455,-75.80148,1.0915,0.044,51
"EE3.3",1994-05-05,"09:20:00",37.91455,-75.80148,1.144,0.038,49
"EE3.3",1994-05-26,"10:20:00",37.91455,-75.80148,0.952,0.052,41
"EE3.3",1994-06-16,"11:05:00",37.91455,-75.80148,0.747666666666667,0.105,28.5
"EE3.3",1995-03-23,"12:50:00",37.91455,-75.80148,0.581,0.0266666666666667,23
"EE3.3",1994-07-27,"12:12:00",37.91455,-75.80148,0.866666666666667,0.0593333333333333,27.3333333333333
"EE3.3",1994-07-14,"13:50:00",37.91455,-75.80148,1.074,0.095,22.5
"EE3.3",1994-06-30,"09:55:00",37.91455,-75.80148,1.0178,0.0853333333333333,60.6666666666667
"EE3.3",1994-08-18,"10:15:00",37.91455,-75.80148,1.115,0.0666666666666667,33
"EE3.3",1994-08-31,"10:23:00",37.91455,-75.80148,0.965,0.05,24.6666666666667
"EE3.3",1994-09-14,"12:33:00",37.91455,-75.80148,0.898,0.075,23
"EE3.3",1994-09-28,"10:25:00",37.91455,-75.80148,0.90275,0.0736666666666667,14.3333333333333
"EE3.3",1994-10-13,"12:53:00",37.91455,-75.80148,0.73,0.0643333333333333,22.6666666666667
"EE3.3",1994-10-27,"12:33:00",37.91455,-75.80148,0.590666666666667,0.033,8
"EE3.3",1987-08-17,"10:50:00",37.91455,-75.80148,0.865,0.05,20
"EE3.3",1986-06-09,"13:45:00",37.91455,-75.80148,0.815,0.0545,22
"EE3.3",1986-05-28,"10:25:00",37.91455,-75.80148,0.59,NA,28
"EE3.3",1986-05-12,"14:30:00",37.91455,-75.80148,0.555,0.021,3
"EE3.3",1986-04-08,"10:50:00",37.91455,-75.80148,0.7,0.046,21
"EE3.3",1986-04-30,"13:50:00",37.91455,-75.80148,0.51,0.0215,9
"EE3.3",1986-03-24,"11:00:00",37.91455,-75.80148,0.805,0.032,21
"EE3.3",1986-03-11,"11:15:00",37.91455,-75.80148,0.99,0.0845,63
"EE3.3",2000-09-14,"10:50:00",37.91455,-75.80148,0.645,0.0409,13.95
"EE3.3",2000-08-10,"10:58:00",37.91455,-75.80148,0.7705,0.04315,18.7
"EE3.3",2000-07-13,"09:48:00",37.91455,-75.80148,1.02433333333333,0.0589666666666667,16.2666666666667
"EE3.3",1988-09-01,"10:40:00",37.91455,-75.80148,1.09333333333333,0.046,33.3333333333333
"EE3.3",1988-08-24,"13:30:00",37.91455,-75.80148,1.138,0.0903333333333333,51
"EE3.3",1988-07-26,"10:10:00",37.91455,-75.80148,1.27666666666667,0.084,34
"EE3.3",1988-08-10,"09:50:00",37.91455,-75.80148,1.115,0.083,32
"EE3.3",1989-04-05,"10:10:00",37.91455,-75.80148,1.05666666666667,0.03,31
"EE3.3",2000-06-15,"10:20:00",37.91455,-75.80148,0.6735,0.03945,22.4
"EE3.3",1988-09-21,"10:10:00",37.91455,-75.80148,1.23,NA,14.6666666666667
"EE3.3",1989-03-20,"11:00:00",37.91455,-75.80148,0.453333333333333,0.02,16.3333333333333
"EE3.3",1999-01-14,"10:09:00",37.91455,-75.80148,0.653,0.03295,30.1
"EE3.3",1998-12-15,"10:02:00",37.91455,-75.80148,0.539333333333333,0.0223333333333333,6.36666666666667
"EE3.3",1998-11-17,"14:30:00",37.91455,-75.80148,0.683333333333333,0.0266333333333333,8.7
"EE3.3",1998-10-28,"10:26:00",37.91455,-75.80148,0.7325,0.0306,7.5
"EE3.3",1998-10-15,"11:30:00",37.91455,-75.80148,0.678,0.0296,7.15
"EE3.3",1998-08-20,"14:50:00",37.91455,-75.80148,0.672,0.0477,18.7
"EE3.3",1989-02-13,"09:45:00",37.91455,-75.80148,0.581666666666667,0.05,30.6666666666667
"EE3.3",1989-01-17,"09:45:00",37.91455,-75.80148,0.581666666666667,0.0433333333333333,13.3333333333333
"EE3.3",1988-12-07,"10:30:00",37.91455,-75.80148,0.6,0.0105,13.5
"EE3.3",1988-11-16,"09:55:00",37.91455,-75.80148,0.848333333333333,0.0223333333333333,11.6666666666667
"EE3.3",1988-10-19,"09:50:00",37.91455,-75.80148,0.456,0.0116666666666667,24.3333333333333
"EE3.3",1988-10-06,"12:20:00",37.91455,-75.80148,0.62,0.062,19.3333333333333
"EE3.3",1987-05-06,"12:50:00",37.91455,-75.80148,0.815,0.05,11.5
"EE3.3",1987-04-06,"13:40:00",37.91455,-75.80148,0.79,0.03,30
"EE3.3",1987-03-23,"08:35:00",37.91455,-75.80148,0.58,0.025,17
"EE3.3",1987-03-11,"13:35:00",37.91455,-75.80148,0.686666666666667,0.0466666666666667,23
"EE3.3",1987-02-24,"08:40:00",37.91455,-75.80148,0.87,0.065,24
"EE3.3",1988-06-23,"12:20:00",37.91455,-75.80148,1.24,0.1405,90.5
"EE3.3",1988-07-07,"10:35:00",37.91455,-75.80148,1.08166666666667,0.0706666666666667,30.3333333333333
"EE3.3",1988-06-06,"12:50:00",37.91455,-75.80148,0.881666666666667,0.0446666666666667,36
"EE3.3",1988-05-26,"15:15:00",37.91455,-75.80148,0.69,0.055,8.5
"EE3.3",1987-08-03,"10:20:00",37.91455,-75.80148,0.95,0.07,27.5
"EE3.3",1987-07-20,"14:00:00",37.91455,-75.80148,0.77,0.055,13
"EE3.3",1987-07-06,"11:00:00",37.91455,-75.80148,0.67,0.0566666666666667,23
"EE3.3",1987-06-15,"16:05:00",37.91455,-75.80148,0.58,0.035,22
"EE3.3",1999-02-11,"09:54:00",37.91455,-75.80148,0.719333333333333,0.0274333333333333,11.1666666666667
"EE3.3",1999-03-18,"10:15:00",37.91455,-75.80148,0.736333333333333,0.0433,38
"EE3.3",1999-04-15,"11:20:00",37.91455,-75.80148,0.55,0.02255,11.4
"EE3.3",1987-05-18,"10:45:00",37.91455,-75.80148,0.648333333333333,0.0633333333333333,22.6666666666667
"EE3.3",1987-06-02,"13:10:00",37.91455,-75.80148,0.815,0.075,20
"EE3.3",1996-12-12,"12:14:00",37.91455,-75.80148,0.881,0.047,23.3333333333333
"EE3.3",1996-10-22,"12:08:00",37.91455,-75.80148,0.8975,0.029,23.5
"EE3.3",1996-10-10,"10:07:00",37.91455,-75.80148,1.27233333333333,0.0456666666666667,30.3333333333333
"EE3.3",1996-11-20,"10:38:00",37.91455,-75.80148,1.029,0.0503333333333333,13.3333333333333
"EE3.3",1997-07-31,"13:32:00",37.91455,-75.80148,0.644,0.0486666666666667,22.6666666666667
"EE3.3",1999-10-07,"13:54:00",37.91455,-75.80148,0.5375,0.0293,16.7
"EE3.3",1999-09-23,"10:24:00",37.91455,-75.80148,0.702666666666667,0.0395,25.0333333333333
"EE3.3",1999-08-05,"11:01:00",37.91455,-75.80148,0.923666666666667,0.0502333333333333,22.4333333333333
"EE3.3",1999-05-12,"10:03:00",37.91455,-75.80148,0.467666666666667,0.025,9.6
"EE3.3",1999-06-09,"13:27:00",37.91455,-75.80148,0.692,0.0324,20.6
"EE3.3",1997-07-16,"12:12:00",37.91455,-75.80148,0.777,0.074,38
"EE3.3",1999-04-29,"14:02:00",37.91455,-75.80148,0.5175,0.0241,9.6
"EE3.3",1988-04-27,"12:10:00",37.91455,-75.80148,0.77,0.0383333333333333,11.6666666666667
"EE3.3",1988-05-04,"11:45:00",37.91455,-75.80148,0.716,0.0153333333333333,13
"EE3.3",1988-04-06,"14:00:00",37.91455,-75.80148,0.87,0.055,13
"EE3.3",1988-03-28,"11:50:00",37.91455,-75.80148,0.736666666666667,0.0335,9
"EE3.3",1987-11-17,"10:40:00",37.91455,-75.80148,0.555,0.035,5.5
"EE3.3",1987-10-19,"12:05:00",37.91455,-75.80148,0.745,0.045,17
"EE3.3",1987-10-05,"10:15:00",37.91455,-75.80148,0.753333333333333,0.05,22
"EE3.3",1987-09-14,"12:20:00",37.91455,-75.80148,0.86,0.06,19.5
"EE3.3",1987-09-01,"12:35:00",37.91455,-75.80148,0.69,0.05,20.5
"EE3.3",2000-03-16,"09:30:00",37.91455,-75.80148,0.542666666666667,0.0232,9.13333333333333
"EE3.3",1999-12-09,"10:30:00",37.91455,-75.80148,0.515333333333333,0.0205666666666667,7
"EE3.3",2000-02-15,"14:18:00",37.91455,-75.80148,0.8335,0.0468,43.5
"EE3.3",1999-11-08,"11:10:00",37.91455,-75.80148,0.509,0.0266,14.7
"EE3.3",2000-04-13,"12:55:00",37.91455,-75.80148,0.7635,0.0314,20.65
"EE3.3",2000-05-11,"10:27:00",37.91455,-75.80148,0.778,0.0436666666666667,25.4333333333333
"EE3.3",1998-07-09,"14:02:00",37.91455,-75.80148,0.866,0.0551,16.6
"EE3.3",1998-08-04,"12:53:00",37.91455,-75.80148,0.7615,0.04745,8.25
"EE3.3",1998-06-03,"09:50:00",37.91455,-75.80148,0.858,0.04245,27.8
"EE3.3",1998-05-20,"12:10:00",37.91455,-75.80148,0.633333333333333,0.0216,7.43333333333333
"EE3.3",1998-05-07,"13:37:00",37.91455,-75.80148,0.688,0.03715,28.4
"EE3.3",1998-04-21,"11:40:00",37.91455,-75.80148,0.4635,0.022,4.5
"EE3.3",1998-03-24,"10:10:00",37.91455,-75.80148,0.568666666666667,0.0316666666666667,33.3333333333333
"EE3.3",1998-04-08,"13:15:00",37.91455,-75.80148,0.4315,0.0225,35.5
"EE3.3",1998-02-12,"11:00:00",37.91455,-75.80148,0.5955,0.049,37
"EE3.3",1998-01-12,"10:45:00",37.91455,-75.80148,0.5205,0.036,25
"EE3.3",1997-12-09,"13:05:00",37.91455,-75.80148,0.4425,0.0265,16.5
"EE3.3",1997-11-18,"10:10:00",37.91455,-75.80148,0.563666666666667,NA,31.3333333333333
"EE3.3",1997-08-28,"09:50:00",37.91455,-75.80148,0.57,0.045,40
"EE3.3",1997-08-14,"11:20:00",37.91455,-75.80148,0.7385,0.0635,31
"EE3.3",1997-09-10,"10:07:00",37.91455,-75.80148,0.549,0.057,31.3333333333333
"EE3.3",1997-09-24,"10:35:00",37.91455,-75.80148,0.519666666666667,0.0496666666666667,36.3333333333333
"EE3.3",2000-10-24,"12:15:00",37.91455,-75.80148,0.532,0.02765,6.55
"EE3.3",1993-09-15,"10:08:00",37.91455,-75.80148,NA,0.0706666666666667,30.6666666666667
"EE3.3",1993-11-17,"10:55:00",37.91455,-75.80148,NA,NA,20
"EE3.3",1991-03-27,"09:57:00",37.91455,-75.80148,NA,0.05,20
"EE3.3",1991-04-24,"12:45:00",37.91455,-75.80148,NA,NA,12.3333333333333
"EE3.3",1991-08-07,"10:27:00",37.91455,-75.80148,NA,0.065,21.5
"EE3.3",1991-10-16,"10:20:00",37.91455,-75.80148,NA,0.1095,43.5
"EE3.3",1989-07-26,"10:10:00",37.91455,-75.80148,NA,NA,31.6666666666667
"EE3.3",1989-10-25,"10:23:00",37.91455,-75.80148,NA,NA,14.5
"EE3.3",1997-06-11,"12:30:00",37.91455,-75.80148,NA,0.0275,20.5
"EE3.3",1997-06-24,"10:03:00",37.91455,-75.80148,NA,NA,46.3333333333333
"EE3.3",1997-04-16,"10:20:00",37.91455,-75.80148,NA,0.043,19
"EE3.3",1997-03-18,"12:22:00",37.91455,-75.80148,NA,0.07,50.3333333333333
"EE3.3",1997-05-14,"11:40:00",37.91455,-75.80148,NA,0.051,55
"ET10.1",1994-08-17,"14:20:00",38.07614,-75.57125,1.3925,0.1275,11.5
"ET10.1",1994-11-16,"13:13:00",38.07614,-75.57125,1.341,0.1385,21.5
"ET10.1",1994-09-14,"12:50:00",38.07614,-75.57125,1.2005,0.1415,18
