"MonitoringStation","SampleDate","SampleTime","Parameter","MeasureValue","Unit","Latitude","Longitude"
"ET10.1",1990-02-06,"09:10:00","TN",2.7,"MG/L",38.07614,-75.57125
"ET10.1",1990-01-09,"12:00:00","TN",2.7,"MG/L",38.07614,-75.57125
"ET10.1",1990-01-09,"12:00:00","TN",2.75,"MG/L",38.07614,-75.57125
"ET10.1",1989-12-12,"12:55:00","TN",2.55,"MG/L",38.07614,-75.57125
"ET10.1",1989-11-15,"11:55:00","TN",1.84,"MG/L",38.07614,-75.57125
"ET10.1",1989-11-15,"11:55:00","TN",1.47,"MG/L",38.07614,-75.57125
"ET10.1",1989-09-13,"12:10:00","TN",2.5,"MG/L",38.07614,-75.57125
"ET10.1",1989-09-13,"12:10:00","TN",2.7,"MG/L",38.07614,-75.57125
"ET10.1",1989-08-16,"12:10:00","TN",1.74,"MG/L",38.07614,-75.57125
"ET10.1",1989-08-16,"12:10:00","TN",1.61,"MG/L",38.07614,-75.57125
"ET10.1",1989-07-12,"12:00:00","TN",2.5,"MG/L",38.07614,-75.57125
"ET10.1",1989-07-12,"12:00:00","TN",2.4,"MG/L",38.07614,-75.57125
"ET10.1",1989-06-14,"12:30:00","TN",2.1,"MG/L",38.07614,-75.57125
"ET10.1",1989-06-14,"12:30:00","TN",2.3,"MG/L",38.07614,-75.57125
"ET10.1",1989-06-14,"12:30:00","TN",2.2,"MG/L",38.07614,-75.57125
"ET10.1",1994-10-26,"13:24:00","TP",0.117,"MG/L",38.07614,-75.57125
"ET10.1",1994-10-26,"13:24:00","TP",0.086,"MG/L",38.07614,-75.57125
"ET10.1",1994-09-14,"12:50:00","TP",0.152,"MG/L",38.07614,-75.57125
"ET10.1",1994-09-14,"12:50:00","TP",0.131,"MG/L",38.07614,-75.57125
"ET10.1",1994-11-16,"13:13:00","TP",0.148,"MG/L",38.07614,-75.57125
"ET10.1",1994-11-16,"13:13:00","TP",0.129,"MG/L",38.07614,-75.57125
"ET10.1",1994-08-17,"14:20:00","TP",0.139,"MG/L",38.07614,-75.57125
"ET10.1",1994-08-17,"14:20:00","TP",0.116,"MG/L",38.07614,-75.57125
"ET10.1",1994-12-14,"11:30:00","TP",0.092,"MG/L",38.07614,-75.57125
"ET10.1",1995-01-12,"12:55:00","TP",0.091,"MG/L",38.07614,-75.57125
"ET10.1",1995-01-12,"12:55:00","TP",0.095,"MG/L",38.07614,-75.57125
"ET10.1",1994-12-14,"11:30:00","TP",0.13,"MG/L",38.07614,-75.57125
"ET10.1",1995-03-08,"12:20:00","TP",0.055,"MG/L",38.07614,-75.57125
"ET10.1",1995-02-15,"13:10:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1995-02-15,"13:10:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1995-04-26,"13:28:00","TP",0.114,"MG/L",38.07614,-75.57125
"ET10.1",1995-03-08,"12:20:00","TP",0.054,"MG/L",38.07614,-75.57125
"ET10.1",1995-04-26,"13:28:00","TP",0.079,"MG/L",38.07614,-75.57125
"ET10.1",1995-05-10,"12:15:00","TP",0.125,"MG/L",38.07614,-75.57125
"ET10.1",1995-05-10,"12:15:00","TP",0.129,"MG/L",38.07614,-75.57125
"ET10.1",1996-04-24,"13:20:00","TP",0.106,"MG/L",38.07614,-75.57125
"ET10.1",1996-04-24,"13:20:00","TP",0.099,"MG/L",38.07614,-75.57125
"ET10.1",1996-04-24,"13:20:00","TP",0.109,"MG/L",38.07614,-75.57125
"ET10.1",1996-05-16,"14:00:00","TP",0.144,"MG/L",38.07614,-75.57125
"ET10.1",1996-05-16,"14:00:00","TP",0.134,"MG/L",38.07614,-75.57125
"ET10.1",1996-05-16,"14:00:00","TP",0.152,"MG/L",38.07614,-75.57125
"ET10.1",1996-06-25,"12:20:00","TP",0.206,"MG/L",38.07614,-75.57125
"ET10.1",1996-06-25,"12:20:00","TP",0.145,"MG/L",38.07614,-75.57125
"ET10.1",1996-07-25,"13:10:00","TP",0.178,"MG/L",38.07614,-75.57125
"ET10.1",1996-07-25,"13:10:00","TP",0.256,"MG/L",38.07614,-75.57125
"ET10.1",1996-09-24,"09:58:00","TP",0.179,"MG/L",38.07614,-75.57125
"ET10.1",1996-09-24,"09:58:00","TP",0.15,"MG/L",38.07614,-75.57125
"ET10.1",1996-08-29,"09:05:00","TP",0.207,"MG/L",38.07614,-75.57125
"ET10.1",1996-08-29,"09:05:00","TP",0.149,"MG/L",38.07614,-75.57125
"ET10.1",1994-03-09,"13:45:00","TP",0.1,"MG/L",38.07614,-75.57125
"ET10.1",1994-03-09,"13:45:00","TP",0.117,"MG/L",38.07614,-75.57125
"ET10.1",1994-04-06,"12:40:00","TP",0.106,"MG/L",38.07614,-75.57125
"ET10.1",1994-04-06,"12:40:00","TP",0.117,"MG/L",38.07614,-75.57125
"ET10.1",1994-04-06,"12:40:00","TP",0.111,"MG/L",38.07614,-75.57125
"ET10.1",1994-07-13,"13:10:00","TP",0.176,"MG/L",38.07614,-75.57125
"ET10.1",1994-07-13,"13:10:00","TP",0.171,"MG/L",38.07614,-75.57125
"ET10.1",1994-05-04,"13:54:00","TP",0.14,"MG/L",38.07614,-75.57125
"ET10.1",1994-05-04,"13:54:00","TP",0.126,"MG/L",38.07614,-75.57125
"ET10.1",1994-06-16,"09:00:00","TP",0.134,"MG/L",38.07614,-75.57125
"ET10.1",1994-06-16,"09:00:00","TP",0.133,"MG/L",38.07614,-75.57125
"ET10.1",1994-06-16,"09:00:00","TP",0.065,"MG/L",38.07614,-75.57125
"ET10.1",1995-06-07,"11:35:00","TP",0.181,"MG/L",38.07614,-75.57125
"ET10.1",1995-06-07,"11:35:00","TP",0.187,"MG/L",38.07614,-75.57125
"ET10.1",1995-07-12,"12:15:00","TP",0.219,"MG/L",38.07614,-75.57125
"ET10.1",1995-07-12,"12:15:00","TP",0.212,"MG/L",38.07614,-75.57125
"ET10.1",1995-09-20,"10:33:00","TP",0.122,"MG/L",38.07614,-75.57125
"ET10.1",1995-09-20,"10:33:00","TP",0.111,"MG/L",38.07614,-75.57125
"ET10.1",1995-08-09,"13:25:00","TP",0.202,"MG/L",38.07614,-75.57125
"ET10.1",1995-08-09,"13:25:00","TP",0.149,"MG/L",38.07614,-75.57125
"ET10.1",1995-08-09,"13:25:00","TP",0.153,"MG/L",38.07614,-75.57125
"ET10.1",1995-09-20,"10:33:00","TP",0.128,"MG/L",38.07614,-75.57125
"ET10.1",1995-10-04,"12:30:00","TP",0.095,"MG/L",38.07614,-75.57125
"ET10.1",1995-10-04,"12:30:00","TP",0.105,"MG/L",38.07614,-75.57125
"ET10.1",1993-08-11,"11:45:00","TP",0.158,"MG/L",38.07614,-75.57125
"ET10.1",1993-08-11,"11:45:00","TP",0.15,"MG/L",38.07614,-75.57125
"ET10.1",1993-10-27,"12:30:00","TP",0.132,"MG/L",38.07614,-75.57125
"ET10.1",1993-10-27,"12:30:00","TP",0.158,"MG/L",38.07614,-75.57125
"ET10.1",1993-09-15,"12:08:00","TP",0.158,"MG/L",38.07614,-75.57125
"ET10.1",1993-09-15,"12:08:00","TP",0.149,"MG/L",38.07614,-75.57125
"ET10.1",1993-09-15,"12:08:00","TP",0.151,"MG/L",38.07614,-75.57125
"ET10.1",1993-11-17,"11:45:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1993-11-17,"11:45:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1994-01-04,"13:00:00","TP",0.137,"MG/L",38.07614,-75.57125
"ET10.1",1993-12-08,"12:45:00","TP",0.068,"MG/L",38.07614,-75.57125
"ET10.1",1993-12-08,"12:45:00","TP",0.063,"MG/L",38.07614,-75.57125
"ET10.1",1994-01-04,"13:00:00","TP",0.061,"MG/L",38.07614,-75.57125
"ET10.1",1995-10-04,"12:30:00","TP",0.119,"MG/L",38.07614,-75.57125
"ET10.1",1995-11-08,"13:35:00","TP",0.124,"MG/L",38.07614,-75.57125
"ET10.1",1995-12-11,"14:50:00","TP",0.111,"MG/L",38.07614,-75.57125
"ET10.1",1995-12-11,"14:50:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1995-11-08,"13:35:00","TP",0.165,"MG/L",38.07614,-75.57125
"ET10.1",1996-01-22,"10:27:00","TP",0.067,"MG/L",38.07614,-75.57125
"ET10.1",1996-01-22,"10:27:00","TP",0.061,"MG/L",38.07614,-75.57125
"ET10.1",1996-02-12,"10:15:00","TP",0.058,"MG/L",38.07614,-75.57125
"ET10.1",1996-02-12,"10:15:00","TP",0.051,"MG/L",38.07614,-75.57125
"ET10.1",1996-03-26,"11:55:00","TP",0.069,"MG/L",38.07614,-75.57125
"ET10.1",1992-08-12,"10:30:00","TP",0.154,"MG/L",38.07614,-75.57125
"ET10.1",1992-08-12,"10:30:00","TP",0.131,"MG/L",38.07614,-75.57125
"ET10.1",1996-03-26,"11:55:00","TP",0.085,"MG/L",38.07614,-75.57125
"ET10.1",1992-10-06,"13:45:00","TP",0.135,"MG/L",38.07614,-75.57125
"ET10.1",1992-09-23,"14:15:00","TP",0.13,"MG/L",38.07614,-75.57125
"ET10.1",1992-10-06,"13:45:00","TP",0.12,"MG/L",38.07614,-75.57125
"ET10.1",1992-10-06,"13:45:00","TP",0.112,"MG/L",38.07614,-75.57125
"ET10.1",1992-09-23,"14:15:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1992-11-16,"12:20:00","TP",0.104,"MG/L",38.07614,-75.57125
"ET10.1",1992-11-16,"12:20:00","TP",0.091,"MG/L",38.07614,-75.57125
"ET10.1",1992-12-08,"17:10:00","TP",0.152,"MG/L",38.07614,-75.57125
"ET10.1",1992-12-08,"17:10:00","TP",0.166,"MG/L",38.07614,-75.57125
"ET10.1",1992-12-08,"17:10:00","TP",0.138,"MG/L",38.07614,-75.57125
"ET10.1",1993-01-07,"10:35:00","TP",0.107,"MG/L",38.07614,-75.57125
"ET10.1",1993-01-07,"10:35:00","TP",0.102,"MG/L",38.07614,-75.57125
"ET10.1",1993-03-29,"13:40:00","TP",0.047,"MG/L",38.07614,-75.57125
"ET10.1",1993-03-29,"13:40:00","TP",0.046,"MG/L",38.07614,-75.57125
"ET10.1",1993-04-14,"11:38:00","TP",0.081,"MG/L",38.07614,-75.57125
"ET10.1",1993-04-14,"11:38:00","TP",0.105,"MG/L",38.07614,-75.57125
"ET10.1",1993-05-12,"11:43:00","TP",0.094,"MG/L",38.07614,-75.57125
"ET10.1",1993-05-12,"11:43:00","TP",0.088,"MG/L",38.07614,-75.57125
"ET10.1",1993-06-16,"12:00:00","TP",0.266,"MG/L",38.07614,-75.57125
"ET10.1",1993-07-14,"12:15:00","TP",0.166,"MG/L",38.07614,-75.57125
"ET10.1",1993-07-14,"12:15:00","TP",0.177,"MG/L",38.07614,-75.57125
"ET10.1",1993-07-14,"12:15:00","TP",0.198,"MG/L",38.07614,-75.57125
"ET10.1",1993-06-16,"12:00:00","TP",0.256,"MG/L",38.07614,-75.57125
"ET10.1",1994-02-07,"15:20:00","TP",0.144,"MG/L",38.07614,-75.57125
"ET10.1",1994-02-07,"15:20:00","TP",0.179,"MG/L",38.07614,-75.57125
"ET10.1",1991-08-07,"12:30:00","TP",0.145,"MG/L",38.07614,-75.57125
"ET10.1",1991-08-07,"12:30:00","TP",0.19,"MG/L",38.07614,-75.57125
"ET10.1",1991-09-18,"12:50:00","TP",0.049,"MG/L",38.07614,-75.57125
"ET10.1",1991-09-18,"12:50:00","TP",0.054,"MG/L",38.07614,-75.57125
"ET10.1",1991-10-16,"12:00:00","TP",0.141,"MG/L",38.07614,-75.57125
"ET10.1",1991-10-16,"12:00:00","TP",0.153,"MG/L",38.07614,-75.57125
"ET10.1",1991-10-16,"12:00:00","TP",0.153,"MG/L",38.07614,-75.57125
"ET10.1",1992-03-11,"12:30:00","TP",0.092,"MG/L",38.07614,-75.57125
"ET10.1",1992-03-11,"12:30:00","TP",0.092,"MG/L",38.07614,-75.57125
"ET10.1",1991-12-11,"11:20:00","TP",0.128,"MG/L",38.07614,-75.57125
"ET10.1",1991-11-06,"12:45:00","TP",0.262,"MG/L",38.07614,-75.57125
"ET10.1",1991-11-06,"12:45:00","TP",0.328,"MG/L",38.07614,-75.57125
"ET10.1",1991-12-11,"11:20:00","TP",0.158,"MG/L",38.07614,-75.57125
"ET10.1",1992-03-11,"12:30:00","TP",0.163,"MG/L",38.07614,-75.57125
"ET10.1",1992-05-13,"10:45:00","TP",0.131,"MG/L",38.07614,-75.57125
"ET10.1",1992-05-13,"10:45:00","TP",0.121,"MG/L",38.07614,-75.57125
"ET10.1",1992-05-13,"10:45:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1992-04-15,"12:35:00","TP",0.126,"MG/L",38.07614,-75.57125
"ET10.1",1992-04-15,"12:35:00","TP",0.092,"MG/L",38.07614,-75.57125
"ET10.1",1992-06-10,"11:30:00","TP",0.192,"MG/L",38.07614,-75.57125
"ET10.1",1992-06-10,"11:30:00","TP",0.208,"MG/L",38.07614,-75.57125
"ET10.1",1992-07-08,"10:00:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1992-07-08,"10:00:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1990-08-15,"12:20:00","TP",0.133,"MG/L",38.07614,-75.57125
"ET10.1",1990-08-15,"12:20:00","TP",0.14,"MG/L",38.07614,-75.57125
"ET10.1",1993-02-11,"12:07:00","TP",0.099,"MG/L",38.07614,-75.57125
"ET10.1",1993-02-11,"12:07:00","TP",0.095,"MG/L",38.07614,-75.57125
"ET10.1",1990-09-12,"12:15:00","TP",0.117,"MG/L",38.07614,-75.57125
"ET10.1",1990-11-07,"13:05:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1990-10-17,"11:00:00","TP",0.056,"MG/L",38.07614,-75.57125
"ET10.1",1990-10-17,"11:00:00","TP",0.056,"MG/L",38.07614,-75.57125
"ET10.1",1990-09-12,"12:15:00","TP",0.151,"MG/L",38.07614,-75.57125
"ET10.1",1990-10-17,"11:00:00","TP",0.067,"MG/L",38.07614,-75.57125
"ET10.1",1991-03-13,"11:45:00","TP",0.127,"MG/L",38.07614,-75.57125
"ET10.1",1991-03-13,"11:45:00","TP",0.127,"MG/L",38.07614,-75.57125
"ET10.1",1990-12-12,"12:15:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1990-12-12,"12:15:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1990-11-07,"13:05:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1991-04-10,"12:35:00","TP",0.088,"MG/L",38.07614,-75.57125
"ET10.1",1991-04-10,"12:35:00","TP",0.088,"MG/L",38.07614,-75.57125
"ET10.1",1991-07-10,"12:20:00","TP",0.097,"MG/L",38.07614,-75.57125
"ET10.1",1991-07-10,"12:20:00","TP",0.14,"MG/L",38.07614,-75.57125
"ET10.1",1991-05-08,"12:30:00","TP",0.073,"MG/L",38.07614,-75.57125
"ET10.1",1991-05-08,"12:30:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1991-06-05,"11:50:00","TP",0.18,"MG/L",38.07614,-75.57125
"ET10.1",1991-06-05,"11:50:00","TP",0.149,"MG/L",38.07614,-75.57125
"ET10.1",1992-01-09,"12:50:00","TP",0.084,"MG/L",38.07614,-75.57125
"ET10.1",1992-01-09,"12:50:00","TP",0.088,"MG/L",38.07614,-75.57125
"ET10.1",1992-02-19,"12:25:00","TP",0.053,"MG/L",38.07614,-75.57125
"ET10.1",1989-05-03,"12:40:00","TP",0.12,"MG/L",38.07614,-75.57125
"ET10.1",1992-02-19,"12:25:00","TP",0.065,"MG/L",38.07614,-75.57125
"ET10.1",1989-05-03,"12:40:00","TP",0.09,"MG/L",38.07614,-75.57125
"ET10.1",1999-12-09,"13:15:00","TP",0.144,"MG/L",38.07614,-75.57125
"ET10.1",1999-12-09,"13:15:00","TP",0.1103,"MG/L",38.07614,-75.57125
"ET10.1",2000-01-18,"11:23:00","TP",0.1457,"MG/L",38.07614,-75.57125
"ET10.1",2000-03-16,"09:55:00","TP",0.0993,"MG/L",38.07614,-75.57125
"ET10.1",2000-03-16,"09:55:00","TP",0.0984,"MG/L",38.07614,-75.57125
"ET10.1",2000-02-17,"13:50:00","TP",0.0538,"MG/L",38.07614,-75.57125
"ET10.1",2000-02-17,"13:50:00","TP",0.0481,"MG/L",38.07614,-75.57125
"ET10.1",2000-02-17,"13:50:00","TP",0.0485,"MG/L",38.07614,-75.57125
"ET10.1",2000-01-18,"11:23:00","TP",0.1596,"MG/L",38.07614,-75.57125
"ET10.1",2000-03-16,"09:55:00","TP",0.1018,"MG/L",38.07614,-75.57125
"ET10.1",1997-06-12,"14:00:00","TP",0.187,"MG/L",38.07614,-75.57125
"ET10.1",1997-06-12,"14:00:00","TP",0.188,"MG/L",38.07614,-75.57125
"ET10.1",1997-06-12,"14:00:00","TP",0.216,"MG/L",38.07614,-75.57125
"ET10.1",2000-04-13,"12:30:00","TP",0.0957,"MG/L",38.07614,-75.57125
"ET10.1",2000-05-11,"10:10:00","TP",0.1268,"MG/L",38.07614,-75.57125
"ET10.1",2000-05-11,"10:10:00","TP",0.1112,"MG/L",38.07614,-75.57125
"ET10.1",2000-05-11,"10:10:00","TP",0.1098,"MG/L",38.07614,-75.57125
"ET10.1",2000-04-13,"12:30:00","TP",0.09,"MG/L",38.07614,-75.57125
"ET10.1",1997-07-17,"12:10:00","TP",0.153,"MG/L",38.07614,-75.57125
"ET10.1",1997-07-17,"12:10:00","TP",0.156,"MG/L",38.07614,-75.57125
"ET10.1",1997-07-17,"12:10:00","TP",0.153,"MG/L",38.07614,-75.57125
"ET10.1",1997-08-14,"12:50:00","TP",0.125,"MG/L",38.07614,-75.57125
"ET10.1",1997-08-14,"12:50:00","TP",0.118,"MG/L",38.07614,-75.57125
"ET10.1",1997-08-14,"12:50:00","TP",0.118,"MG/L",38.07614,-75.57125
"ET10.1",1997-09-24,"11:50:00","TP",0.132,"MG/L",38.07614,-75.57125
"ET10.1",1997-09-24,"11:50:00","TP",0.111,"MG/L",38.07614,-75.57125
"ET10.1",1997-10-16,"13:20:00","TP",0.146,"MG/L",38.07614,-75.57125
"ET10.1",1997-10-16,"13:20:00","TP",0.137,"MG/L",38.07614,-75.57125
"ET10.1",1997-11-20,"10:00:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1997-11-20,"10:00:00","TP",0.108,"MG/L",38.07614,-75.57125
"ET10.1",1997-12-11,"11:23:00","TP",0.096,"MG/L",38.07614,-75.57125
"ET10.1",1997-12-11,"11:23:00","TP",0.093,"MG/L",38.07614,-75.57125
"ET10.1",1998-01-06,"10:55:00","TP",0.133,"MG/L",38.07614,-75.57125
"ET10.1",1998-01-06,"10:55:00","TP",0.057,"MG/L",38.07614,-75.57125
"ET10.1",1998-02-11,"12:55:00","TP",0.12,"MG/L",38.07614,-75.57125
"ET10.1",1998-05-06,"11:05:00","TP",0.0927,"MG/L",38.07614,-75.57125
"ET10.1",1998-05-06,"11:05:00","TP",0.0816,"MG/L",38.07614,-75.57125
"ET10.1",1998-04-07,"13:30:00","TP",0.089,"MG/L",38.07614,-75.57125
"ET10.1",1998-03-09,"09:15:00","TP",0.086,"MG/L",38.07614,-75.57125
"ET10.1",1998-03-09,"09:15:00","TP",0.077,"MG/L",38.07614,-75.57125
"ET10.1",1998-02-11,"12:55:00","TP",0.01,"MG/L",38.07614,-75.57125
"ET10.1",1998-04-07,"13:30:00","TP",0.087,"MG/L",38.07614,-75.57125
"ET10.1",1998-05-06,"11:05:00","TP",0.1023,"MG/L",38.07614,-75.57125
"ET10.1",1996-10-22,"12:25:00","TP",0.112,"MG/L",38.07614,-75.57125
"ET10.1",1996-11-19,"13:25:00","TP",0.14,"MG/L",38.07614,-75.57125
"ET10.1",1996-11-19,"13:25:00","TP",0.136,"MG/L",38.07614,-75.57125
"ET10.1",1996-10-22,"12:25:00","TP",0.095,"MG/L",38.07614,-75.57125
"ET10.1",1996-11-19,"13:25:00","TP",0.136,"MG/L",38.07614,-75.57125
"ET10.1",1996-12-12,"11:20:00","TP",0.143,"MG/L",38.07614,-75.57125
"ET10.1",1996-12-12,"11:20:00","TP",0.121,"MG/L",38.07614,-75.57125
"ET10.1",1997-01-16,"13:35:00","TP",0.131,"MG/L",38.07614,-75.57125
"ET10.1",1997-01-16,"13:35:00","TP",0.138,"MG/L",38.07614,-75.57125
"ET10.1",1997-02-11,"11:00:00","TP",0.077,"MG/L",38.07614,-75.57125
"ET10.1",1997-02-11,"11:00:00","TP",0.083,"MG/L",38.07614,-75.57125
"ET10.1",1997-03-03,"12:30:00","TP",0.085,"MG/L",38.07614,-75.57125
"ET10.1",1997-03-03,"12:30:00","TP",0.079,"MG/L",38.07614,-75.57125
"ET10.1",1997-04-01,"11:55:00","TP",0.122,"MG/L",38.07614,-75.57125
"ET10.1",1997-04-01,"11:55:00","TP",0.1,"MG/L",38.07614,-75.57125
"ET10.1",1997-05-15,"12:41:00","TP",0.127,"MG/L",38.07614,-75.57125
"ET10.1",1997-05-15,"12:41:00","TP",0.145,"MG/L",38.07614,-75.57125
"ET10.1",1998-07-08,"12:30:00","TP",0.1818,"MG/L",38.07614,-75.57125
"ET10.1",1998-06-02,"15:40:00","TP",0.1538,"MG/L",38.07614,-75.57125
"ET10.1",1998-06-02,"15:40:00","TP",0.1291,"MG/L",38.07614,-75.57125
"ET10.1",1998-07-08,"12:30:00","TP",0.1853,"MG/L",38.07614,-75.57125
"ET10.1",2000-12-12,"11:43:00","TP",0.1126,"MG/L",38.07614,-75.57125
"ET10.1",2000-12-12,"11:43:00","TP",0.102,"MG/L",38.07614,-75.57125
"ET10.1",2000-11-14,"10:25:00","TP",0.0981,"MG/L",38.07614,-75.57125
"ET10.1",2000-11-14,"10:25:00","TP",0.0918,"MG/L",38.07614,-75.57125
"ET10.1",1987-11-16,"12:15:00","TP",0.18,"MG/L",38.07614,-75.57125
"ET10.1",1987-10-19,"14:50:00","TP",0.08,"MG/L",38.07614,-75.57125
"ET10.1",1987-10-19,"14:50:00","TP",0.08,"MG/L",38.07614,-75.57125
"ET10.1",2000-09-14,"13:30:00","TP",0.1582,"MG/L",38.07614,-75.57125
"ET10.1",2000-09-14,"13:30:00","TP",0.145,"MG/L",38.07614,-75.57125
"ET10.1",2000-10-24,"11:39:00","TP",0.2071,"MG/L",38.07614,-75.57125
"ET10.1",2000-10-24,"11:39:00","TP",0.2053,"MG/L",38.07614,-75.57125
"ET10.1",2000-10-24,"11:39:00","TP",0.1593,"MG/L",38.07614,-75.57125
"ET10.1",2000-08-10,"13:30:00","TP",0.1345,"MG/L",38.07614,-75.57125
"ET10.1",2000-08-10,"13:30:00","TP",0.1273,"MG/L",38.07614,-75.57125
"ET10.1",1987-08-03,"13:00:00","TP",0.25,"MG/L",38.07614,-75.57125
"ET10.1",1987-08-03,"13:00:00","TP",0.15,"MG/L",38.07614,-75.57125
"ET10.1",1987-08-03,"13:00:00","TP",0.18,"MG/L",38.07614,-75.57125
"ET10.1",1987-09-14,"11:20:00","TP",0.1,"MG/L",38.07614,-75.57125
"ET10.1",1987-09-14,"11:20:00","TP",0.07,"MG/L",38.07614,-75.57125
"ET10.1",1987-09-14,"11:20:00","TP",0.07,"MG/L",38.07614,-75.57125
"ET10.1",1988-09-21,"12:50:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1988-09-21,"12:50:00","TP",NA,"MG/L",38.07614,-75.57125
"ET10.1",1999-05-12,"11:10:00","TP",0.1139,"MG/L",38.07614,-75.57125
"ET10.1",1999-05-12,"11:10:00","TP",0.0943,"MG/L",38.07614,-75.57125
"ET10.1",1999-05-12,"11:10:00","TP",0.0936,"MG/L",38.07614,-75.57125
"ET10.1",1999-04-28,"10:55:00","TP",0.0714,"MG/L",38.07614,-75.57125
"ET10.1",1999-04-28,"10:55:00","TP",0.067,"MG/L",38.07614,-75.57125
"ET10.1",2000-06-15,"10:40:00","TP",0.142,"MG/L",38.07614,-75.57125
"ET10.1",2000-06-15,"10:40:00","TP",0.1365,"MG/L",38.07614,-75.57125
"ET10.1",2000-06-15,"10:40:00","TP",0.1461,"MG/L",38.07614,-75.57125
"ET10.1",2000-07-13,"09:55:00","TP",0.1199,"MG/L",38.07614,-75.57125
"ET10.1",1988-11-16,"12:35:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1988-10-19,"11:55:00","TP",0.084,"MG/L",38.07614,-75.57125
"ET10.1",1988-10-19,"11:55:00","TP",0.092,"MG/L",38.07614,-75.57125
"ET10.1",1988-12-07,"12:35:00","TP",0.362,"MG/L",38.07614,-75.57125
"ET10.1",1988-12-07,"12:35:00","TP",0.384,"MG/L",38.07614,-75.57125
"ET10.1",1988-12-07,"12:35:00","TP",0.319,"MG/L",38.07614,-75.57125
"ET10.1",1988-11-16,"12:35:00","TP",0.136,"MG/L",38.07614,-75.57125
"ET10.1",1989-01-19,"12:15:00","TP",0.09,"MG/L",38.07614,-75.57125
"ET10.1",1989-01-19,"12:15:00","TP",0.09,"MG/L",38.07614,-75.57125
"ET10.1",1989-01-19,"12:15:00","TP",0.1,"MG/L",38.07614,-75.57125
"ET10.1",1989-02-14,"13:05:00","TP",0.21,"MG/L",38.07614,-75.57125
"ET10.1",1989-02-14,"13:05:00","TP",0.21,"MG/L",38.07614,-75.57125
"ET10.1",1989-02-14,"13:05:00","TP",0.16,"MG/L",38.07614,-75.57125
"ET10.1",1999-03-03,"10:25:00","TP",0.048,"MG/L",38.07614,-75.57125
"ET10.1",1999-03-03,"10:25:00","TP",0.0502,"MG/L",38.07614,-75.57125
"ET10.1",1999-03-03,"10:25:00","TP",0.0545,"MG/L",38.07614,-75.57125
"ET10.1",1989-03-06,"11:25:00","TP",0.07,"MG/L",38.07614,-75.57125
"ET10.1",1989-03-06,"11:25:00","TP",0.05,"MG/L",38.07614,-75.57125
"ET10.1",1989-04-05,"12:30:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1989-04-05,"12:30:00","TP",0.09,"MG/L",38.07614,-75.57125
"ET10.1",1989-04-05,"12:30:00","TP",0.09,"MG/L",38.07614,-75.57125
"ET10.1",1987-07-20,"13:20:00","TP",0.1,"MG/L",38.07614,-75.57125
"ET10.1",1987-07-20,"13:20:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1987-07-20,"13:20:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1987-06-01,"09:30:00","TP",0.13,"MG/L",38.07614,-75.57125
"ET10.1",1987-06-01,"09:30:00","TP",0.13,"MG/L",38.07614,-75.57125
"ET10.1",1987-11-16,"12:15:00","TP",0.16,"MG/L",38.07614,-75.57125
"ET10.1",1987-12-15,"10:30:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1987-12-15,"10:30:00","TP",0.11,"MG/L",38.07614,-75.57125
"ET10.1",1988-01-11,"11:45:00","TP",0.039,"MG/L",38.07614,-75.57125
"ET10.1",1988-01-11,"11:45:00","TP",0.297,"MG/L",38.07614,-75.57125
"ET10.1",1988-01-11,"11:45:00","TP",0.073,"MG/L",38.07614,-75.57125
"ET10.1",1987-12-15,"10:30:00","TP",0.1,"MG/L",38.07614,-75.57125
"ET10.1",1988-02-22,"12:10:00","TP",0.057,"MG/L",38.07614,-75.57125
"ET10.1",1988-02-22,"12:10:00","TP",0.052,"MG/L",38.07614,-75.57125
"ET10.1",1988-03-14,"10:35:00","TP",0.093,"MG/L",38.07614,-75.57125
"ET10.1",1988-03-14,"10:35:00","TP",0.093,"MG/L",38.07614,-75.57125
"ET10.1",1988-02-22,"12:10:00","TP",0.057,"MG/L",38.07614,-75.57125
